id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos,emIngles
tt21094328,Saiyar Mori Re,Saiyar Mori Re,2022,165,Romance,9.1,177,actor,Hari,Mayur Chauhan,N,N,actor,"tt21094328,tt10889106,tt6771678,tt11203722",False
tt21100400,Ngayon kaya,Ngayon kaya,2022,100,Romance,6.6,71,actor,Justin,Alwyn Uytingco,1988,N,"actor,soundtrack,miscellaneous","tt2104022,tt1781768,tt0368323,tt10111222",False
tt21206496,Silence 6-9,Isyhia 6-9,2022,81,Romance,5.6,53,actress,N,Sofia Kokkali,N,N,actress,"tt6250500,tt10783504,tt8671328,tt8362948",False
tt21374064,Christmas Lucky Charm,Christmas Lucky Charm,2022,N,Romance,6.3,49,actress,Jessica Connolly,Sugenja Sri,N,N,actress,"tt7040874,tt21374064,tt5296406,tt5834204",True
tt21611284,Kaalangalil Aval Vasantham,Kaalangalil Aval Vasantham,2022,N,Romance,8.2,45,actor,N,Kaushik Ram,N,N,actor,tt21611284,False
tt21622428,Gabriel's Rapture: Part Three,Gabriel's Rapture: Part Three,2022,132,Romance,6.1,229,actor,Paul Norris,James Andrew Fraser,N,N,"actor,writer,director","tt2741602,tt8390342,tt11316854,tt5827228",True
tt21652888,Heartbeat,Heartbeat,2021,49,Romance,8.3,10,actress,Maha,Kanwal Khan,N,N,actress,N,True
tt2166850,Go with Le Flo,Go with Le Flo,2014,82,Romance,6.1,134,actress,Tina,Roberta Bianchini,N,N,actress,"tt2166850,tt7512492,tt3135074,tt1199486",True
tt21818370,Thuglaq,Thuglaq,2022,130,Romance,8.2,1963,actor,Thugluq,Raghu Kunche,N,N,actor,"tt21818370,tt21809244,tt22353382",False
tt21842982,Moh,Moh,2022,149,Romance,9.0,397,actor,N,Gitaz Bindrakhia,N,N,actor,"tt21842982,tt3300880",True
tt2186322,Simanaheen,Simanaheen,2013,N,Romance,6.3,39,actor,Arun,Nafees Ahmed,N,N,actor,"tt0421237,tt0183306,tt2186322,tt0369451",True
tt2187102,Moondru Per Moondru Kaadhal,Moondru Per Moondru Kaadhal,2013,N,Romance,5.0,303,actor,Harris,Arjun Sarja,1962,N,"actor,director,writer","tt10709232,tt0482389,tt7179784,tt0220656",False
tt21936550,Waiting for My Cup of Tea,Waiting for My Cup of Tea,2021,114,Romance,4.7,7,actor,Zi-Jie Huang,Simon Lien,1992,N,actor,"tt11262762,tt21936550,tt6273196,tt12495978",True
tt21938042,Memories of a Love Story,Memories of a Love Story,2022,92,Romance,2.8,9,actor,Eric,Oliver Aquino,1989,N,"actor,miscellaneous","tt6720674,tt6155146,tt5850088,tt5651474",True
tt22002744,Ye Kaisa Pyar,Ye Kaisa Pyar,2021,N,Romance,10.0,8,actor,Raj,Shiwam Shukla,N,N,"actor,editor,assistant_director","tt15163780,tt22002744,tt18815568",False
tt22015094,Lake Lavon,Lake Lavon,2022,95,Romance,6.7,7,actress,Avery,Mallory Flory,N,N,actress,"tt22087374,tt22015094",False
tt22098270,Ishq Pashmina,Ishq Pashmina,2022,120,Romance,8.9,417,actor,N,Yashraaj Chaurasia,N,N,actor,"tt22098270,tt6402432,tt8706884,tt13364524",False
tt22264658,Ti Majhi Premkatha,Ti Majhi Premkatha,2022,121,Romance,8.9,19,actor,Siddhu,Tushar Dhakite,N,N,actor,"tt22264658,tt6506224,tt9642630",False
tt2229420,Quizás Mañana,Quizás Mañana,2013,N,Romance,4.8,64,actress,Juan Carlos' Sister,Carolina Cano,N,N,actress,"tt8078796,tt1441404,tt0956056,tt16741486",False
tt22297570,4 Years,4 Years,2022,N,Romance,9.2,627,actress,N,Priya Prakash Varrier,1999,N,actress,"tt20420518,tt15097090,tt7387300,tt13199716",True
tt22311646,Kuzhali,Kuzhali,2022,135,Romance,8.7,21,actor,N,J. Vignesh,N,N,actor,"tt22311646,tt15292474,tt14054848,tt3973410",False
tt22475068,Shoal,Seklis,2022,81,Romance,6.2,15,actor,Pauls,Toms Harjo,N,N,"actor,director,writer","tt13853748,tt22475068",False
tt22505680,Christmas at the Greenbrier,Christmas at the Greenbrier,2022,N,Romance,7.8,28,actress,Judie,Barbara Zablocky,N,N,actress,"tt13711144,tt7865584,tt15206296,tt22505680",True
tt22558984,Gila,Gila,2022,111,Romance,9.8,411,actor,Stephen Cheruvally,Rihaz,N,N,actor,N,False
tt22742518,Kathalekhana,Kathalekhana,2022,N,Romance,9.0,769,actor,N,Gopal Kulkarni,N,N,"actor,producer",tt22742518,False
tt22742720,Aum Mangalam Singlem,Aum Mangalam Singlem,2022,174,Romance,8.9,91,actor,Aakash,Sanjay Galsar,N,N,actor,"tt10112154,tt22742720,tt10889106,tt18815714",False
tt22777864,Motto Chouetsu Shita Tokoroe,Motto Chouetsu Shita Tokoroe,2022,N,Romance,7.0,6,actor,N,Fuma Kikuchi,1995,N,actor,"tt2365173,tt22777864,tt3265406,tt5709604",False
tt2281309,The Liar and His Lover,Kanojo wa uso o aishisugiteiru,2013,117,Romance,6.8,1431,actor,Soichiro Takagi,Takashi Sorimachi,1973,N,"actor,soundtrack","tt0209631,tt0770722,tt0315870,tt0286635",False
tt2327661,Yerbamala,Yerbamala,2014,97,Romance,2.4,10,actress,Concepción,Marianna Burelli,N,N,"actress,director","tt6431852,tt6495756,tt5345806,tt2235412",False
tt2332503,&Me,&Me,2013,88,Romance,5.1,257,actor,Julio,Rafael Cebrián,N,N,"actor,music_department,soundtrack","tt13567344,tt6076336,tt1736341,tt2707408",False
tt2338862,Chemistry,Chemistry,2013,N,Romance,5.3,14,actor,Aakash,Kavin Dave,1984,N,"actor,writer","tt1753640,tt2265191,tt1188996,tt2372222",True
tt23435128,23 Décembre,23 Décembre,2022,101,Romance,6.3,32,actor,Alex,François Arnaud,1985,N,"actor,producer,stunts","tt1582457,tt4938050,tt4474344,tt1424797",False
tt2419576,Aadhalal Kadhal Seiveer,Aadhalal Kadhal Seiveer,2013,106,Romance,7.3,508,actress,Karthik's Mother,Poornima Jayaram,N,N,actress,"tt0240624,tt0268881,tt0281044,tt2678948",False
tt2494476,Capital Games,Capital Games,2013,97,Romance,5.2,769,actor,Steve Miller,Eric Presnall,1989,N,"actor,director,writer","tt9198364,tt3467308,tt10648342,tt4824328",True
tt2566038,It's a Love Thing,It's a Love Thing,2013,51,Romance,7.6,27,actor,Andrew's mother,Claire Hickman,N,N,"actor,production_manager","tt2566038,tt13645698,tt3113444",True
tt2583532,Kaal Madhumas,Kaal Madhumas,2013,N,Romance,6.5,11,actor,Sarit,Sudip Sarkar,N,N,actor,"tt7651504,tt2583532,tt17228452,tt10456358",False
tt2589070,Obsessive Rhythms,Cadences obstinées,2013,96,Romance,4.7,152,actor,Gabriel,Tudor Istodor,1984,N,actor,"tt0819895,tt1340151,tt4950192,tt2333804",False
tt2618936,Inevitable,Inevitable,2013,95,Romance,6.2,224,actress,N,Antonella Costa,1980,N,"actress,miscellaneous","tt6312802,tt0201631,tt0318462,tt0318765",True
tt2618948,Fake Party,Fiesta Falsa,2013,116,Romance,6.0,31,actor,Felipe,Fernando Mena,N,N,"actor,writer,miscellaneous","tt15281440,tt4970946,tt5805962,tt6806934",False
tt2648034,Annayum Rasoolum,Annayum Rasoolum,2013,168,Romance,7.4,2131,actress,Anna,Andrea Jeremiah,1985,N,"music_department,soundtrack,actress","tt2187153,tt1512888,tt9389998,tt10579952",False
tt2662494,Onnorokom Bhalobasha,Onnorokom Bhalobasha,2013,160,Romance,6.5,94,actress,Nijhum,Sara Jerin,N,N,actress,tt2662494,False
tt2674244,Future Perfect,Future Perfect,2013,90,Romance,7.2,7,actress,Dr. Fridriksson,Kit Koenig,N,N,"actress,miscellaneous","tt1383700,tt0318761,tt1682956,tt2674244",True
tt2691040,Jinkusu!!!,Jinkusu!!!,2013,123,Romance,6.7,138,actress,N,Su-kyeong Jeon,N,N,actress,"tt0350675,tt2691040,tt5220316",False
tt2706340,Ishk Actually,Ishk Actually,2013,103,Romance,2.7,152,actress,Jia,Neha Ahuja,N,N,actress,"tt4625362,tt2706340,tt14820482",True
tt2714934,I Just Wanna Hug You,Dakishimetai: Shinjitsu no monogatari,2014,122,Romance,6.6,360,actor,Masaki's Father,Jun Kunimura,1955,N,actor,"tt7737528,tt0235198,tt0266697,tt5215952",False
tt2715098,Love... And Other Bad Habits,Love... And Other Bad Habits,2013,81,Romance,5.8,10,actress,Ann,Kimberly Chia,1995,N,actress,"tt2100552,tt2715098,tt3262084,tt0979847",True
tt2735480,Love Me Till Monday,Love Me Till Monday,2013,93,Romance,5.4,157,actress,Vicki,Sarah Jayne Butler,N,N,"miscellaneous,actress","tt2382320,tt1653665,tt6673612,tt3361792",True
tt2753628,Deewana,Deewana,2013,156,Romance,5.6,460,actor,Abhi,Jeet,1978,N,"actor,producer,writer","tt1390851,tt3479858,tt15760296,tt3667436",False
tt2804994,Love Will Tear Us Apart,Love Will Tear Us Apart,2013,86,Romance,5.7,58,actor,Genevieve's Boyfriend,Omar Sahaak,N,N,actor,tt2804994,True
tt2853396,Ponmaalai Pozhudhu,Ponmaalai Pozhudhu,2013,135,Romance,5.2,29,actor,N,Aruldoss,N,N,actor,"tt9179430,tt7019820,tt2877108,tt0453190",False
tt2878406,Premachi Goshta,Premachi Goshta,2013,126,Romance,7.3,349,actor,N,Arun Badsavle,N,N,actor,"tt0430567,tt0220832,tt2878406,tt5490820",False
tt2911684,Mencari Cinta,Mencari Cinta,2013,N,Romance,7.1,11,actor,Razlan,Rusdi Ramli,1970,N,actor,"tt1003293,tt9221238,tt3145768,tt0493158",False
tt2928076,Deewana Deewani,Deewana Deewani,2013,N,Romance,8.0,7,actress,Banya,Madhumita Chakraborty,N,N,actress,"tt2928076,tt2597126,tt8816250",False
tt2928172,Rumku Jhumana,Rumku Jhumana,2013,N,Romance,8.8,19,actress,Heera,Bhumika,N,N,actress,"tt4773090,tt2928172",False
tt2930040,My Love Story,My Love Story,2013,N,Romance,5.6,8,actress,Riya Mahapatra,Katrine Kovi,N,N,actress,tt2930040,True
tt2945592,Naughty Girls,Naughty Girls,2013,102,Romance,3.1,19,actress,Xun,Sunny Xie,1990,N,actress,"tt8387904,tt5763398,tt6953274,tt2945592",True
tt2979322,Vrou soek boer,Vrou soek boer,2014,123,Romance,6.4,130,actress,Mareike Viljoen,Lika Berning,N,N,"actress,director,producer","tt2979322,tt1808262,tt2404552,tt5000984",False
tt2984080,Usotsuki paradokusu,Usotsuki paradokusu,2013,85,Romance,5.2,54,actress,Mioworkmate with glasses,Rei Toda,N,N,actress,"tt3295066,tt2172910,tt2984080,tt0844717",False
tt2986548,Mu Eka Tumara,Mu Eka Tumara,2013,N,Romance,8.8,18,actor,Raju,Sabyasachi Misra,N,N,"actor,music_department","tt1512898,tt2271427,tt1518810,tt1817683",False
tt2988120,Big Sister,Big Sister,2013,N,Romance,7.7,24,actress,Nayon Girl,Maria Meldes Ababon,N,N,actress,tt2988120,True
tt2999262,Chaya Chobi,Chaya Chobi,2013,N,Romance,8.3,42,actress,N,Dilara Hanif Purnima,N,N,actress,"tt2275875,tt12764146,tt2146882,tt2606316",False
tt2999342,Pora Mon,Pora Mon,2013,N,Romance,5.9,176,actor,N,Anisur Rahman Milon,N,N,actor,"tt6686136,tt15170450,tt1297828,tt9044418",False
tt3006508,Myna,Myna,2013,144,Romance,7.2,169,actress,Myna,Nithya Menen,1988,N,"actress,music_department,soundtrack","tt6485666,tt1855110,tt1830477,tt4981966",False
tt3006554,Charminar,Charminar,2013,147,Romance,7.4,80,actress,N,Kumuda,N,N,actress,tt3006554,False
tt3016948,The Factory,The Factory,2013,50,Romance,5.6,15,actor,Waiter,Mouloud Kachemad,N,N,actor,tt3016948,True
tt3021126,The Power of Love,The Power of Love,2013,80,Romance,5.3,35,actor,Jamal,Joe Torry,1965,N,"actor,writer,producer","tt0118668,tt0364845,tt0114609,tt0107840",True
tt3021806,Time Please,Time Please,2013,131,Romance,7.0,333,actress,Shubhada Sane,Seema Deshpande,N,N,actress,tt3021806,True
tt3024056,It All Began When I Met You,Subete wa kimi ni aetakara,2013,106,Romance,6.1,131,actor,N,Satoru Kawaguchi,1982,N,actor,"tt0804513,tt4481868,tt0497860,tt4909752",False
tt3045730,99 Kali Rindu,99 Kali Rindu,2013,75,Romance,5.0,35,actress,Jumrah,Siti Aziz,N,N,actress,"tt3045730,tt3079714,tt2145756,tt2879058",False
tt3059424,Premsutra,Premsutra,2013,109,Romance,3.5,18,actor,Sujit Pathak,Lokesh Gupte,N,N,"actor,director,writer","tt15819296,tt22742218,tt8427486,tt5465370",False
tt3065040,Divana-e-Ishq,Divana-e-Ishq,2013,147,Romance,8.1,10,actor,N,Jawad Asgeri,N,N,actor,tt3065040,False
tt3090310,The Tale of Nishino,Nishino Yukihiko no koi to bôken,2014,122,Romance,6.0,121,actress,Tama,Fumino Kimura,1987,N,actress,"tt1977897,tt13017204,tt2118667,tt2530392",False
tt3092520,Guys and Girls Can't Be Friends,Guys and Girls Can't Be Friends,2015,95,Romance,6.3,39,actor,Ben,Ben Solenberger,1987,N,"actor,producer,writer","tt7108670,tt3092520,tt3903768,tt9104384",True
tt3097524,Lili Rose,Lili Rose,2014,90,Romance,6.5,19,actress,Liza,Salomé Stévenin,1985,N,"actress,director,writer","tt3097524,tt0115650,tt1911553,tt1301701",True
tt3108170,Love's Whirlpool,Ai no uzu,2014,123,Romance,6.3,420,actor,N,Ryusuke Komakine,1981,N,actor,"tt5214254,tt4736142,tt5883020,tt2284141",False
tt3109648,First Love,First Love,2013,N,Romance,7.0,25,actor,Teacher Baowiw,Kom Chauncheun,N,2021,actor,"tt13416450,tt1832492,tt0467628,tt0470286",True
tt3109750,My Dream Beside Me,My Dream Beside Me,2014,N,Romance,6.4,8,actor,Paul Rich,Jeff Rose,1965,N,"actor,producer,assistant_director","tt6781982,tt0859592,tt1280822,tt5059126",True
tt3118910,Camel Safari,Camel Safari,2013,N,Romance,4.0,25,actress,Diya,Pankaja Menon,N,N,actress,tt3118910,True
tt3121474,Don't Go Breaking My Heart 2,Daan san nam nui 2,2014,113,Romance,5.5,745,actor,Sean Cheung,Louis Koo,1970,N,"actor,producer,soundtrack","tt7375466,tt0841150,tt7979580,tt7245176",False
tt3130282,Patterns of Attraction,Patterns of Attraction,2014,85,Romance,5.8,57,actress,Dr. Flowers,Caryn Ward,N,N,"actress,producer,script_department","tt8160890,tt1954498,tt1289419,tt0083412",True
tt3130394,More to Love,More to Love,2014,88,Romance,5.5,35,actress,Margo,Tichina Arnold,1969,N,"actress,soundtrack,producer","tt0460637,tt0486946,tt0091419,tt0103488",True
tt3158218,Sweet Poolside,Suîto pûrusaido,2014,N,Romance,5.8,61,actor,Mitsuhiko Ota,Shôta Matsuda,1985,N,actor,"tt1194661,tt0489597,tt1160539,tt1096965",False
tt3171886,Heart Street,Hartenstraat,2014,90,Romance,6.2,2121,actress,Mara,Georgina Verbaan,1979,N,"actress,soundtrack,writer","tt0828594,tt3409440,tt0430257,tt5544138",False
tt3175440,Huff! It's Too Much,Huff! It's Too Much,2013,96,Romance,5.9,21,actor,Jai Dikshit,Pushkar Jog,N,N,"actor,producer,director","tt18265146,tt3175440,tt1219390,tt9169558",True
tt3175460,Coffee Please,Coffee Please,2013,105,Romance,5.9,13,actor,Toh,Ravit Terdwong,N,N,actor,"tt4333680,tt3215326,tt3224210,tt19631810",True
tt3175478,Love Syndrome rak ngo ngo,Love Syndrome rak ngo ngo,2013,136,Romance,6.1,37,actor,N,Kittisak Patomburana,N,N,actor,"tt21289196,tt4036882,tt3175478,tt2776412",False
tt3175936,The Stolen Years,Bei tou zou de na wu nian,2013,111,Romance,6.2,1299,actor,Xie Yu,Hsiao-chuan Chang,1983,N,"actor,art_department","tt2319760,tt0885520,tt3091254,tt21968992",False
tt3207536,Sonna Puriyathu,Sonna Puriyathu,2013,N,Romance,5.6,74,actress,Anjali,Vasundhara Kashyap,N,N,actress,"tt1535020,tt1621424,tt0982944,tt8042260",False
tt3209682,Love Speaks,Yi wai de lian ai shi guang,2013,95,Romance,6.4,75,actor,Zhou Tong,Jaycee Chan,1982,N,"actor,soundtrack,music_department","tt0831386,tt1517633,tt0995739,tt1308138",False
tt3214448,Beautiful Beast,Beautiful Beast,2013,100,Romance,5.7,563,actor,Resort Date,Josh Bendoski,N,N,"actor,producer","tt3214448,tt1661313",True
tt3219296,WWW: Work Weather Wife,WWW: Work Weather Wife,2014,151,Romance,8.2,31,actress,Simran,Simran Sandhu,N,N,actress,"tt3219296,tt0115355",True
tt3230668,Perdona Si Te Llamo Amor,Perdona si te llamo amor,2014,120,Romance,6.4,3399,actress,Elena,Irene Montalà,1976,N,"actress,soundtrack","tt0283900,tt0409184,tt1788634,tt0415183",False
tt3232158,Quand je ne dors pas,Quand je ne dors pas,2015,82,Romance,8.3,85,actor,Jérôme,Stanley Weber,1986,N,"actor,producer","tt3006802,tt1736341,tt5932548,tt3531202",False
tt3235206,The Randomers,The Randomers,2013,71,Romance,6.7,8,actress,Dara,Sarah Jane Murphy,N,N,actress,tt3235206,True
tt3253120,Stastná,Stastná,2014,N,Romance,2.1,22,actress,Sára,Aneta Krejcíková,1991,N,"actress,soundtrack","tt5976538,tt7296234,tt2101390,tt1741246",False
tt3255322,Intimacies,Intimity,2019,103,Romance,6.0,406,actress,N,Zlata Adamovská,1959,N,"actress,soundtrack","tt0093291,tt0138558,tt0354302,tt0407002",False
tt3255776,Newman,Newman,2015,90,Romance,6.9,16,actor,Frank,Jeremy Kewley,1960,N,"actor,miscellaneous,producer","tt0108819,tt0082201,tt0074077,tt0108709",True
tt3261912,Pattam Pole,Pattam Pole,2013,122,Romance,5.0,627,actress,Varalakshmi a cousin of Karthik,Leema Babu,N,N,actress,"tt5021516,tt5438276,tt4987572,tt7681554",False
tt3290680,Todo parecía perfecto,Todo parecía perfecto,2014,N,Romance,6.5,29,actor,Boy,Jordi Rico,N,N,actor,"tt0429413,tt3230668,tt1698445,tt7331764",False
tt3300526,Just Our Luck,Just Our Luck,2016,78,Romance,3.5,88,actress,Alley,Kelsey Hewlett,N,N,"actress,casting_department","tt2315355,tt3300526,tt3094236,tt3413080",True
tt3313792,Kehi Jane Bhala Lagere,Kehi Jane Bhala Lagere,2013,171,Romance,7.9,13,actor,Prince's father,Kuna Tripathy,N,N,"actor,music_department","tt5061782,tt1841514,tt1518810,tt2154621",False
tt3324570,The Lucky,Vezuchaya,2013,N,Romance,5.7,15,actor,Pyotr Sergeyevich,Aleksandr Naumov,1958,N,actor,"tt0238883,tt0326450,tt1415357,tt1687471",False
tt3332772,Priyatama,Priyatama,2014,N,Romance,8.0,29,actor,Parsha,Siddarth Jadhav,1981,N,actor,"tt10888594,tt11318044,tt7212726,tt9531772",False
tt3345868,Peri Masali,Peri Masali,2014,90,Romance,4.4,333,actress,Peri,Burcu Kiratli,1989,N,actress,"tt6333232,tt3345868,tt15299702,tt4320258",False
tt3360350,Prem Mhanje Prem Mhanje Prem Asta,Prem Mhanje Prem Mhanje Prem Asta,2013,131,Romance,7.0,33,actress,N,Neha Joshi,1986,N,"actress,producer","tt15501640,tt5573468,tt2343847,tt12492338",False
tt3378470,Sillunu Oru Sandhippu,Sillunu Oru Sandhippu,2013,128,Romance,3.8,21,actor,N,Charu Haasan,N,N,"actor,director,assistant_director","tt0101649,tt0320736,tt0232753,tt0267761",False
tt3413916,Luna en Leo,Luna en Leo,2013,71,Romance,6.3,66,actress,Luna,Carla Pandolfi,1982,N,actress,"tt4400028,tt7077616,tt9437360,tt2171665",False
tt3416908,El Secreto De Lucia,El Secreto De Lucia,2014,96,Romance,6.8,28,actor,Nacho,Turco Naim,1966,N,actor,"tt6058136,tt1254709,tt15331666,tt5615072",False
tt3420850,Bu Iste Bir Yalnizlik Var,Bu Iste Bir Yalnizlik Var,2013,122,Romance,5.7,1639,actress,Nazli,Gaye Gürsel,1980,N,actress,"tt1018501,tt2311418,tt0845088,tt1601901",False
tt3421036,Thirumannam Ennum Nikkah,Thirumannam Ennum Nikkah,2014,133,Romance,5.1,348,actor,N,Jamal,N,N,actor,tt3421036,False
tt3426282,Nalanum Nandhiniyum,Nalanum Nandhiniyum,2014,132,Romance,5.0,39,actor,Nalan,Michael Thangadurai,N,N,actor,"tt14664026,tt15661818,tt17826772,tt4321320",False
tt3433260,Gang Preed Ja Read Jai Thoe,Gang Preed Ja Read Jai Thoe,2014,N,Romance,6.4,12,actor,Kho,Patpasit Na Songkhla,N,N,actor,"tt8678230,tt3433260,tt2670440,tt12729214",False
tt3466476,Romeo and Juliet,Romeo and Juliet,2014,135,Romance,5.4,472,actor,Sampson,Donté Bonner,1983,N,"actor,miscellaneous,writer","tt2401256,tt0815244,tt8310474,tt3466476",True
tt3476368,Balyakalasakhi,Balyakalasakhi,2014,121,Romance,4.8,287,actor,Suhara's father,Gopalakrishnan,N,N,actor,tt3476368,False
tt3500478,Love's Coming,Love's Coming,2014,109,Romance,6.4,379,actor,Gump,Suttinut Uengtrakul,N,N,actor,"tt13033542,tt4556730,tt11546860,tt3500478",True
tt3507702,I Will Never Forget You,Ya tebya nikogda ne zabudu,2013,N,Romance,5.9,16,actor,Sergey Shchurov,Anatoliy Belyy,1972,N,"actor,writer,producer","tt2094767,tt0456762,tt2649128,tt0459924",False
tt3517986,Priyathama Neevachata Kushalama,Priyathama Neevachata Kushalama,2013,127,Romance,5.9,24,actor,Shetty,Bhasha,N,N,actor,"tt4512266,tt2358074,tt2856674,tt8361196",False
tt3527134,A Minute More,Ippunkan dake,2014,110,Romance,5.9,56,actress,Miss Lin,Tammy Darshana Lai,1963,N,actress,"tt7955554,tt3527134,tt7034962,tt4170370",False
tt3548340,Just Love,Just Love,2014,N,Romance,6.2,6,actor,N,Achyuth Kumar,1966,N,actor,"tt2358592,tt7838252,tt15327088,tt6148156",True
tt3565174,Geronimo,Geronimo,2014,107,Romance,6.2,592,actor,Lucky,David Murgia,N,N,actor,"tt5072542,tt3792960,tt1821593,tt2414702",False
tt3569828,Ninaithathu Yaaro,Ninaithathu Yaaro,2014,N,Romance,5.9,46,actor,Murthy,Karthik Yogi,N,N,"actor,writer","tt7041458,tt5559528,tt3570530,tt4445948",False
tt3585116,The Last Man on Earth,The Last Man on Earth,2014,90,Romance,5.8,18,actor,Tom Dunwiddie,Trip Langley,N,N,"actor,producer,director","tt3712950,tt4529624,tt4799134",True
tt3609414,Crimson and Clover,Crimson and Clover,2014,95,Romance,5.0,19,actress,Christi,Jessica Barr,N,N,"actress,producer,writer","tt8170506,tt13222848,tt15574908",True
tt3627458,Buschow,Buschow,2015,90,Romance,8.8,8,actor,He,Wolfram Schorlemmer,1988,N,actor,"tt2154739,tt1584809,tt3627458,tt8438594",False
tt3652872,Parankimala,Parankimala,2014,137,Romance,4.5,22,actress,Sreedevi,Meghna Vincent,N,N,actress,"tt0357844,tt3652872,tt4293766,tt4318204",False
tt3661700,Soul Mates,Soul Mates,2014,80,Romance,8.4,15,actress,Carly,Rachel Hunter,1969,N,"actress,producer","tt0473365,tt0437863,tt0800183,tt0202470",True
tt3662730,Balayi,Balayi,2014,78,Romance,2.5,87,actress,N,Dilan Çiçek Deniz,1995,N,actress,"tt11988512,tt19383446,tt7431994,tt12466076",False
tt3687102,Zodiac Sign,Zodiac Sign,2015,89,Romance,6.8,27,actress,Victoria,Tammy Townsend,1970,N,"actress,producer,soundtrack","tt3598030,tt1421054,tt2022170,tt0187559",False
tt3708436,Forbidden Flights,Vuelos Prohibidos,2015,115,Romance,5.4,14,actress,Monique,Sanâa Alaoui,N,N,actress,"tt2122444,tt4008758,tt3089922,tt1201094",False
tt3728556,Timeless Love,Shi guang lian ren,2013,89,Romance,6.2,9,actor,N,Leon Jay Williams,1976,N,actor,"tt6357220,tt3728556,tt2205489,tt12833142",False
tt3729994,The Perfect Girl,The Perfect Girl,2015,97,Romance,5.8,138,actress,Art curator's assistant,Shalaka Apte,N,N,actress,"tt10370782,tt3729994",True
tt3734974,Could This Be Love,Could This Be Love,2014,86,Romance,4.6,115,actress,Sandra,Drew Sidora,1985,N,"actress,producer,soundtrack","tt0486946,tt0462590,tt0381707,tt0354766",True
tt3749512,As You Were,As You Were,2014,92,Romance,7.1,16,actor,Guohui,Josh Lai,N,N,actor,"tt13228984,tt2100376,tt3749512,tt2355564",True
tt3752610,2 Years of Love,2 Years of Love,2017,88,Romance,4.5,326,actress,Therapist,Catharine E. Jones,N,N,"actress,producer,director","tt7341676,tt2479478,tt2477230,tt5016504",True
tt3757400,Sejoli,Sejoli,2014,N,Romance,5.5,49,actor,Jo,Bront Palarae,N,N,"actor,producer,director","tt4131518,tt3673658,tt1640402,tt9120936",False
tt3757460,Balada Pencinta,Balada Pencinta,2013,N,Romance,4.6,34,actress,Aisyah,Siti Saleha,N,N,actress,"tt8344320,tt11479072,tt6193506,tt2982036",True
tt3771900,Arsho,Arsho,2014,99,Romance,7.9,29,actress,Arsho,Mannat Singh,N,N,"actress,music_department","tt9176254,tt15351940,tt3771900,tt15422276",False
tt3776402,Cherry Tobacco,Kirsitubakas,2014,93,Romance,6.5,493,actor,Joosep,Gert Raudsep,1970,N,actor,"tt1796192,tt3776402,tt3213684,tt8943574",False
tt3780812,Kendime Iyi Bak,Kendime Iyi Bak,2014,90,Romance,6.2,1293,actress,Yesim,Begüm Birgören,1982,N,actress,"tt19759234,tt1183924,tt1433322,tt3780812",False
tt3793116,Five Minutes to Tomorrow,Five Minutes to Tomorrow,2014,129,Romance,5.7,150,actor,Tianlun,Hsiao-chuan Chang,1983,N,"actor,art_department","tt2319760,tt0885520,tt3091254,tt21968992",True
tt3800028,Pak van mijn hart,Pak van mijn hart,2014,83,Romance,5.6,1167,actor,Tom,Benja Bruijning,1983,N,"actor,writer","tt1772452,tt2226285,tt3800028,tt4283994",False
tt3811228,Nee Jathaga Nenundali,Nee Jathaga Nenundali,2014,N,Romance,6.6,48,actor,N,Aadarsh Balakrishna,N,N,actor,"tt8660422,tt8484586,tt0453729,tt8933650",False
tt3822606,Ra Ra Krishnayya,Ra Ra Krishnayya,2014,138,Romance,5.1,188,actor,N,Ravi Babu,N,N,"actor,director,writer","tt3402542,tt3387140,tt13979126,tt1695796",False
tt3830032,Call Me Bad Girl,Kwam Lab Nang Man Rai,2014,N,Romance,5.6,38,actress,Bussaba,Pechaya Wattanamontri,N,N,actress,"tt22754772,tt16116180,tt23135464,tt3830032",False
tt3835734,Remember Yesterday,Remember Yesterday,2022,N,Romance,8.9,10,actress,Shelly Covington,Denise S. Bass,N,N,actress,"tt0452718,tt3835734,tt0111001,tt0265087",True
